feedback_id,visitor_id,event_id,institution_id,rating,text,sentiment,data_source
FB_00121,VIS_00828,EV_0211,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00122,VIS_01439,EV_0175,INST_014,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00123,VIS_01844,EV_0141,INST_012,4,Интересная программа и хороший формат.,positive,synthetic
FB_00124,VIS_03584,EV_0207,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00125,VIS_01153,EV_0207,INST_017,1,Организацию можно было сделать лучше.,negative,synthetic
FB_00126,VIS_00038,EV_0175,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00127,VIS_02365,EV_0152,INST_014,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00128,VIS_01982,EV_0206,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00129,VIS_00817,EV_0053,INST_005,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00130,VIS_04155,EV_0156,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00131,VIS_02545,EV_0023,INST_001,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00132,VIS_03733,EV_0061,INST_006,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00133,VIS_03457,EV_0015,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00134,VIS_01670,EV_0182,INST_015,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00135,VIS_03978,EV_0065,INST_006,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00136,VIS_01133,EV_0033,INST_002,5,Интересная программа и хороший формат.,positive,synthetic
FB_00137,VIS_01070,EV_0140,INST_012,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00138,VIS_03902,EV_0090,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00139,VIS_04983,EV_0023,INST_001,5,Интересная программа и хороший формат.,positive,synthetic
FB_00140,VIS_03188,EV_0211,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00141,VIS_00150,EV_0148,INST_012,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00142,VIS_00278,EV_0102,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00143,VIS_01760,EV_0023,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00144,VIS_04514,EV_0069,INST_006,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00145,VIS_01657,EV_0112,INST_009,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00146,VIS_02137,EV_0182,INST_015,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00147,VIS_01763,EV_0073,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00148,VIS_01989,EV_0095,INST_007,4,Интересная программа и хороший формат.,positive,synthetic
FB_00149,VIS_01645,EV_0066,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00150,VIS_02708,EV_0079,INST_007,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00151,VIS_00889,EV_0081,INST_007,2,Организацию можно было сделать лучше.,negative,synthetic
FB_00152,VIS_01280,EV_0123,INST_010,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00153,VIS_04054,EV_0152,INST_014,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00154,VIS_02536,EV_0183,INST_015,5,Интересная программа и хороший формат.,positive,synthetic
FB_00155,VIS_02225,EV_0092,INST_007,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00156,VIS_02056,EV_0018,INST_001,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00157,VIS_04632,EV_0212,INST_017,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00158,VIS_00683,EV_0070,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00159,VIS_01760,EV_0015,INST_001,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00160,VIS_01812,EV_0115,INST_009,5,Интересная программа и хороший формат.,positive,synthetic
FB_00161,VIS_00143,EV_0157,INST_014,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00162,VIS_00102,EV_0145,INST_012,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00163,VIS_04794,EV_0211,INST_017,4,Интересная программа и хороший формат.,positive,synthetic
FB_00164,VIS_00371,EV_0146,INST_012,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00165,VIS_00020,EV_0043,INST_004,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00166,VIS_02937,EV_0022,INST_001,5,Интересная программа и хороший формат.,positive,synthetic
FB_00167,VIS_03887,EV_0091,INST_007,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00168,VIS_00306,EV_0079,INST_007,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00169,VIS_01117,EV_0066,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00170,VIS_01153,EV_0209,INST_017,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00171,VIS_01682,EV_0156,INST_014,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00172,VIS_04713,EV_0031,INST_002,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00173,VIS_00013,EV_0073,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00174,VIS_03485,EV_0035,INST_002,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00175,VIS_03878,EV_0020,INST_001,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00176,VIS_04050,EV_0208,INST_017,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00177,VIS_02210,EV_0078,INST_006,1,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00178,VIS_02775,EV_0210,INST_017,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00179,VIS_04553,EV_0024,INST_001,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00180,VIS_03158,EV_0078,INST_006,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00181,VIS_01247,EV_0070,INST_006,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00182,VIS_02340,EV_0116,INST_009,5,Интересная программа и хороший формат.,positive,synthetic
FB_00183,VIS_01276,EV_0182,INST_015,2,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00184,VIS_01882,EV_0116,INST_009,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00185,VIS_03233,EV_0207,INST_017,1,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00186,VIS_04516,EV_0012,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00187,VIS_01375,EV_0138,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00188,VIS_03691,EV_0014,INST_001,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00189,VIS_01981,EV_0080,INST_007,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00190,VIS_00807,EV_0095,INST_007,4,Интересная программа и хороший формат.,positive,synthetic
FB_00191,VIS_03811,EV_0099,INST_007,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00192,VIS_03519,EV_0049,INST_005,5,Интересная программа и хороший формат.,positive,synthetic
FB_00193,VIS_04006,EV_0091,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00194,VIS_01721,EV_0176,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00195,VIS_01506,EV_0188,INST_017,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00196,VIS_03396,EV_0024,INST_001,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00197,VIS_00612,EV_0221,INST_018,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00198,VIS_01897,EV_0112,INST_009,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00199,VIS_01849,EV_0045,INST_004,4,Интересная программа и хороший формат.,positive,synthetic
FB_00200,VIS_03248,EV_0068,INST_006,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00201,VIS_02326,EV_0018,INST_001,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00202,VIS_04080,EV_0157,INST_014,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00203,VIS_00378,EV_0081,INST_007,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00204,VIS_00107,EV_0121,INST_010,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00205,VIS_02883,EV_0108,INST_009,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00206,VIS_00062,EV_0177,INST_014,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00207,VIS_00791,EV_0137,INST_011,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00208,VIS_00267,EV_0162,INST_014,4,Интересная программа и хороший формат.,positive,synthetic
FB_00209,VIS_00116,EV_0162,INST_014,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00210,VIS_01462,EV_0157,INST_014,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00211,VIS_04568,EV_0185,INST_016,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00212,VIS_01382,EV_0219,INST_018,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00213,VIS_03450,EV_0210,INST_017,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00214,VIS_03547,EV_0048,INST_004,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00215,VIS_01707,EV_0060,INST_006,4,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00216,VIS_00716,EV_0026,INST_002,4,Интересная программа и хороший формат.,positive,synthetic
FB_00217,VIS_02861,EV_0122,INST_010,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00218,VIS_04951,EV_0210,INST_017,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00219,VIS_01054,EV_0129,INST_011,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00220,VIS_03626,EV_0187,INST_017,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00221,VIS_04396,EV_0071,INST_006,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00222,VIS_01620,EV_0189,INST_017,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00223,VIS_04804,EV_0185,INST_016,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00224,VIS_04124,EV_0009,INST_001,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00225,VIS_03675,EV_0220,INST_018,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00226,VIS_00076,EV_0205,INST_017,2,Организацию можно было сделать лучше.,negative,synthetic
FB_00227,VIS_01882,EV_0076,INST_006,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00228,VIS_00343,EV_0178,INST_014,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00229,VIS_02501,EV_0082,INST_007,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00230,VIS_04094,EV_0058,INST_006,5,Интересная программа и хороший формат.,positive,synthetic
FB_00231,VIS_03822,EV_0202,INST_017,5,"Спасибо организаторам, всё прошло замечательно.",positive,synthetic
FB_00232,VIS_02667,EV_0098,INST_007,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00233,VIS_04528,EV_0202,INST_017,4,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00234,VIS_03232,EV_0078,INST_006,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00235,VIS_02349,EV_0212,INST_017,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00236,VIS_03571,EV_0097,INST_007,5,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00237,VIS_04952,EV_0137,INST_011,5,Интересная программа и хороший формат.,positive,synthetic
FB_00238,VIS_01083,EV_0050,INST_005,1,Организацию можно было сделать лучше.,negative,synthetic
FB_00239,VIS_01611,EV_0211,INST_017,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00240,VIS_04080,EV_0098,INST_007,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00241,VIS_02132,EV_0179,INST_014,3,"Мероприятие было интересным, но некоторые части можно улучшить.",neutral,synthetic
FB_00242,VIS_01440,EV_0079,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00243,VIS_01208,EV_0032,INST_002,5,Интересная программа и хороший формат.,positive,synthetic
FB_00244,VIS_00852,EV_0206,INST_017,3,Некоторые части программы понравились больше других.,neutral,synthetic
FB_00245,VIS_01871,EV_0077,INST_006,4,"Очень понравилось мероприятие, хочется прийти ещё.",positive,synthetic
FB_00246,VIS_04188,EV_0166,INST_014,2,Мероприятие показалось слишком длинным.,negative,synthetic
FB_00247,VIS_02987,EV_0162,INST_014,4,Интересная программа и хороший формат.,positive,synthetic
FB_00248,VIS_04903,EV_0191,INST_017,4,Интересная программа и хороший формат.,positive,synthetic
FB_00249,VIS_01986,EV_0089,INST_007,5,Интересная программа и хороший формат.,positive,synthetic
FB_00250,VIS_00237,EV_0187,INST_017,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00251,VIS_04557,EV_0004,INST_001,3,"В целом всё хорошо, но хотелось бы больше интерактива.",neutral,synthetic
FB_00252,VIS_00473,EV_0148,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00253,VIS_01711,EV_0139,INST_012,5,Отличная организация и приятная атмосфера.,positive,synthetic
FB_00254,VIS_01649,EV_0154,INST_014,2,Не хватило интерактивности и вовлечения.,negative,synthetic
FB_00255,VIS_02531,EV_0176,INST_014,5,Интересная программа и хороший формат.,positive,synthetic
FB_00256,VIS_04381,EV_0197,INST_017,5,Интересная программа и хороший формат.,positive,synthetic
FB_00257,VIS_03610,EV_0073,INST_006,4,Интересная программа и хороший формат.,positive,synthetic
